"OWNER","ADDRESS","City","State","Zip","TOTL_SQFT","D_CLASS_CN","TOTAL_VALUE","cst_sqft","AUTO_UNIQUE_ID_2014-04-22_sebrenner_denOffice_short","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","CensusYear","CensusPlaceFips","CensusMsaFips","CensusMetDivFips","CensusMcdFips","CensusCbsaMicro","CensusCbsaFips","CensusBlock","CensusBlockGroup","CensusTract","CensusCountyFips","CensusStateFips","naaccrCertCode","naaccrCertType","MNumber","MNumberFractional","MPreDirectional","MName","MSuffix","MPostDirectional","MSuiteType","MSuiteNumber","MPostOfficeBoxType","MPostOfficeBoxNumber","MCity","MState","MZip","MZipPlus1","MZipPlus2","MZipPlus3","MZipPlus4","MZipPlus5","MPreQualifier","MPostQualifier","MConsolidatedCity","MMinorCivilDivision","MCountySubRegion","MCounty","MPreType","MPreArticle","MPostArticle","PPostArticle","PPreArticle","PPreType","PNumber","PNumberFractional","PPreDirectional","PName","PSuffix","PPostDirectional","PSuiteType","PSuiteNumber","PPostOfficeBoxType","PPostOfficeBoxNumber","PCity","PState","PZip","PZipPlus1","PZipPlus2","PZipPlus3","PZipPlus4","PZipPlus5","PPreQualifier","PPostQualifier","PConsolidatedCity","PMinorCivilDivision","PCountySubRegion","PCounty","FNumber","FNumberFractional","FPreDirectional","FName","FSuffix","FPostDirectional","FSuiteType","FSuiteNumber","FCity","FState","FZip","FZipPlus1","FZipPlus2","FZipPlus3","FZipPlus4","FZipPlus5","FPreQualifier","FPostQualifier","FConsolidatedCity","FMinorCivilDivision","FCountySubRegion","FCounty","FArea","FAreaType","FGeometry","FSource","FVintage","FPrimaryIdValue","FPostOfficeBoxNumber","FPrimaryIdField","FGeometrySRID","FPostOfficeBoxType","FPreType","FPreArticle","FPostArticle"
"SBC 1800 GLENARM LLC","1800  GLENARM PL","Denver","CO","80123","146","OFFICE CONDO","185400","1,269.86",84,"USCGeocoder",0,1,"4.01","","437aeb9b-c379-49f6-9ddf-95f95c8ef506","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"EQUITABLE 8000 LLC","1800  GLENARM PL","Denver","CO","80123","146","OFFICE CONDO","399100","2,733.56",85,"USCGeocoder",0,1,"4.01","","3a3d7002-5288-4e18-89bc-9bf34034473f","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"AEM PROPERTIES LLC","1800  GLENARM PL","Denver","CO","80123","146","OFFICE CONDO","305000","2,089.04",86,"USCGeocoder",16,1,"4.01","","4c725b5a-e18e-4db0-92e2-bcb098357e81","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"ST  CHARLES EL GRAN JUBILEE LLC","1800  GLENARM PL","Denver","CO","80123","146","OFFICE CONDO","287000","1,965.75",87,"USCGeocoder",16,1,"4.01","","02564200-0633-4096-9636-2d39996674f6","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","389.268200308084","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.745700529714,-104.98764510138,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1021","1","0017.02","031","08","1","ResidenceStreetAddress","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1800","","","","PL","","","","","","Denver","CO","80123","","","","","","","","","","","","1800","","","","Pl","","","","Denver","CO","80202","","","","3828","","","","","","","",389.268200308084,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","753291","","UniqueId",0,"","","",""
"HARRISON,CHARLES R","1825  LAWRENCE ST","Denver","CO","80123","148","OFFICE CONDO","55400","374.32",88,"USCGeocoder",0,1,"4.01","","9b26951f-ea42-4851-93bd-96bee7c34dff","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","578.199445098639","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7510210446768,-104.993832172969,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4003","4","0017.01","031","08","1","ResidenceStreetAddress","1825","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1825","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1825","","","","St","","","","Denver","CO","80202","","","","1817","","","","","","","",578.199445098639,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","723768","","UniqueId",0,"","","",""
"FLEMING,ROBERT NOBLE LIVING TRUST","1401  WEWATTA ST","Denver","CO","80123","150","OFFICE CONDO","236200","1,574.67",89,"USCGeocoder",62,1,"4.01","","2df9ebcf-399f-4876-861d-8e057123bea8","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1509.96260850504","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7509658484392,-105.003684708398,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2009","2","0017.01","031","08","1","ResidenceStreetAddress","1401","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1401","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1425-1401","","","","St","","","","Denver","CO","80202","","","","","","","","","","Denver","Denver",1509.96260850504,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","177625396","","tlid",0,"","","",""
"INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES","1020  15TH ST","Denver","CO","80123","164","OFFICE CONDO","366500","2,234.76",90,"USCGeocoder",125,1,"4.01","","05bcab4d-42aa-434c-b83a-251c2c3d0e99","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","4810.51539966464","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.746337418885,-104.996778837639,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2002","2","0017.02","031","08","1","ResidenceStreetAddress","1020","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1020","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1020","","","","St","","","","Denver","CO","80202","","","","2300","","","","","","","",4810.51539966464,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","713032","","UniqueId",0,"","","",""
"CLINE,WILLIAM ANTHONY","1499  BLAKE ST","Denver","CO","80123","172","OFFICE CONDO","262500","1,526.16",91,"USCGeocoder",234,1,"4.01","","fccef01d-d8e5-444d-907b-1501218d152a","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","3207.40571045876","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7494505664395,-105.001077354524,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","5008","5","0017.01","031","08","1","ResidenceStreetAddress","1499","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1499","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1499","","","","St","","","","Denver","CO","80202","","","","1355","","","","","","","",3207.40571045876,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","734209","","UniqueId",0,"","","",""
"GERMAIN INVESTMENT COMPANY","1825  LAWRENCE ST","Denver","CO","80123","180","OFFICE CONDO","47800","265.56",92,"USCGeocoder",0,1,"4.01","","959e6199-3f2c-4998-8971-4d8e43edd3ff","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","578.199445098639","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7510210446768,-104.993832172969,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4003","4","0017.01","031","08","1","ResidenceStreetAddress","1825","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1825","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1825","","","","St","","","","Denver","CO","80202","","","","1817","","","","","","","",578.199445098639,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","723768","","UniqueId",0,"","","",""
"FOCUS KANSAS LLC","730  17TH ST","Denver","CO","80123","183","OFFICE CONDO","273300","1,493.44",93,"USCGeocoder",16,1,"4.01","","7d54730d-414f-49d1-80d3-a90e4a1de9ef","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2257.17014819384","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7462965359389,-104.991938876831,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1035","1","0017.02","031","08","1","ResidenceStreetAddress","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","730","","","","St","","","","Denver","CO","80202","","","","3580","","","","","","","",2257.17014819384,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","735494","","UniqueId",0,"","","",""
"HARRISON,CHARLES R","1825  LAWRENCE ST","Denver","CO","80123","185","OFFICE CONDO","82200","444.32",94,"USCGeocoder",0,1,"4.01","","86caa1d0-355d-4b6c-9535-b8321da44220","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","578.199445098639","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7510210446768,-104.993832172969,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4003","4","0017.01","031","08","1","ResidenceStreetAddress","1825","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1825","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1825","","","","St","","","","Denver","CO","80202","","","","1817","","","","","","","",578.199445098639,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","723768","","UniqueId",0,"","","",""
"GLOVINSKY-LEWIS,JANET","800 W 8TH AVE","Denver","CO","80123","186","OFFICE CONDO","49300","265.05",95,"USCGeocoder",250,1,"4.01","","cba19d60-a9cb-4ef9-ab33-0de58da53f93","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2082.01695457962","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7288129336127,-104.997587372931,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2016","2","0018.00","031","08","1","ResidenceStreetAddress","800","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","800","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","800-898","","W","","Ave","","","","Denver","CO","80204","","","","","","","","","","Denver","Denver",2082.01695457962,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","177330551","","tlid",0,"","","",""
"FINANCIAL CENTER CONDOMINIUM OFFICE ASSOCIATIONINC","1825  LAWRENCE ST","Denver","CO","80123","187","OFFICE CONDO","74300","397.33",96,"USCGeocoder",16,1,"4.01","","b28b98e6-5674-40ed-82da-cd83524ae999","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","578.199445098639","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7510210446768,-104.993832172969,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4003","4","0017.01","031","08","1","ResidenceStreetAddress","1825","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1825","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1825","","","","St","","","","Denver","CO","80202","","","","1817","","","","","","","",578.199445098639,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","723768","","UniqueId",0,"","","",""
"DONNELL-KAY FOUNDATION INC","730  17TH ST","Denver","CO","80123","188","OFFICE CONDO","287500","1,529.26",97,"USCGeocoder",16,1,"4.01","","bdebf424-0d9b-498b-abfc-9d4012ff4834","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2257.17014819384","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7462965359389,-104.991938876831,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1035","1","0017.02","031","08","1","ResidenceStreetAddress","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","730","","","","St","","","","Denver","CO","80202","","","","3580","","","","","","","",2257.17014819384,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","735494","","UniqueId",0,"","","",""
"COLORADO RECORDS SOONER INC","1499  BLAKE ST","Denver","CO","80123","191","OFFICE CONDO","291000","1,523.56",98,"USCGeocoder",31,1,"4.01","","e09a8448-9b2e-418c-8ca7-f7b4abdc08d0","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","3207.40571045876","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7494505664395,-105.001077354524,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","5008","5","0017.01","031","08","1","ResidenceStreetAddress","1499","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1499","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1499","","","","St","","","","Denver","CO","80202","","","","1355","","","","","","","",3207.40571045876,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","734209","","UniqueId",0,"","","",""
"COLORADO RECORDS SOONER INC","1499  BLAKE ST","Denver","CO","80123","191","OFFICE CONDO","291000","1,523.56",99,"USCGeocoder",16,1,"4.01","","c23f83f7-6c91-454a-8905-2c3383c4a7df","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","3207.40571045876","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7494505664395,-105.001077354524,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","5008","5","0017.01","031","08","1","ResidenceStreetAddress","1499","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1499","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1499","","","","St","","","","Denver","CO","80202","","","","1355","","","","","","","",3207.40571045876,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","734209","","UniqueId",0,"","","",""
"BETZER,SHERI L","730  17TH ST","Denver","CO","80123","191","OFFICE CONDO","304900","1,596.34",100,"USCGeocoder",16,1,"4.01","","2f04bc6d-19e5-46e7-9955-b9555cea1d20","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2257.17014819384","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7462965359389,-104.991938876831,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1035","1","0017.02","031","08","1","ResidenceStreetAddress","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","730","","","","St","","","","Denver","CO","80202","","","","3580","","","","","","","",2257.17014819384,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","735494","","UniqueId",0,"","","",""
"MASLANIK,JOHN H","1825  LAWRENCE ST","Denver","CO","80123","192","OFFICE CONDO","76000","395.83",101,"USCGeocoder",16,1,"4.01","","d3650d86-eb78-4a5f-8c54-a03362872ce2","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","578.199445098639","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7510210446768,-104.993832172969,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4003","4","0017.01","031","08","1","ResidenceStreetAddress","1825","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1825","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1825","","","","St","","","","Denver","CO","80202","","","","1817","","","","","","","",578.199445098639,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","723768","","UniqueId",0,"","","",""
"STRUBY WAREHOUSE FIRST FLOOR LLC","1660  17TH ST","Denver","CO","80123","194","OFFICE CONDO","171600","884.54",102,"USCGeocoder",203,1,"4.01","","6bc8b784-732e-4c82-ac8a-b7cdd093a9e2","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","931.852076798677","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7524559595672,-104.999831065402,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3005","3","0017.01","031","08","1","ResidenceStreetAddress","1660","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1660","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1660","","","","St","","","","Denver","CO","80202","","","","1238","","","","","","","",931.852076798677,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","739373","","UniqueId",0,"","","",""
"JM PROPERTY LLC","730  17TH ST","Denver","CO","80123","196","OFFICE CONDO","291500","1,487.24",103,"USCGeocoder",16,1,"4.01","","7069e02f-65f4-4b66-b95e-650ca9c204f0","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2257.17014819384","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7462965359389,-104.991938876831,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1035","1","0017.02","031","08","1","ResidenceStreetAddress","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","730","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","730","","","","St","","","","Denver","CO","80202","","","","3580","","","","","","","",2257.17014819384,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","735494","","UniqueId",0,"","","",""
